x,y
1991.5,-1.5066818354688378
1991.58333333333,-1.6353223142712123
1991.66666666667,-1.4961551266215667
1991.75,-1.2272698529186843
1991.83333333333,-1.1835154361956368
1991.91666666667,-0.7369630066986481
1992.0,-0.4810669079989337
1992.08333333333,-1.9233640606733162
1992.16666666667,-1.8560002487268203
1992.25,-1.7292700736873392
1992.33333333333,-1.8094538495810826
1992.41666666667,-1.5924495762079611
1992.5,-1.2680333751698851
1992.58333333333,-1.3033238994050098
1992.66666666667,-1.0392761916739963
1992.75,-0.888566628078529
1992.83333333333,-0.7700424767835935
1992.91666666667,0.013825468778100501
1993.0,-0.07414192662953997
1993.08333333333,-1.6947762218210238
1993.16666666667,-1.5178665972067389
1993.25,-1.5775047666906032
1993.33333333333,-1.5108505724775683
1993.41666666667,-1.3270891469168058
1993.5,-1.1530543736133865
1993.58333333333,-0.9338222585721695
1993.66666666667,-0.7420301653558662
1993.75,-0.6020612735349591
1993.83333333333,-0.3052370725675486
1993.91666666667,0.867997223853685
1994.0,0.22786658938670087
1994.08333333333,-1.4716159611750603
1994.16666666667,-1.166806868595658
1994.25,-1.325464943426094
1994.33333333333,-1.1464347925765475
1994.41666666667,-1.0136596416227535
1994.5,-0.935265361703821
1994.58333333333,-0.4243675783226086
1994.66666666667,-0.3662777790588683
1994.75,-0.34938071924843916
1994.83333333333,-0.11955826309707987
1994.91666666667,0.2010701929834386
1995.0,0.1556723806736001
1995.08333333333,-1.3042375500485306
1995.16666666667,-0.959964030835145
1995.25,-1.0733553873948558
1995.33333333333,-0.9213237065727206
1995.41666666667,-0.7978538723470276
1995.5,-0.6457599396680034
1995.58333333333,-0.1216348835162526
1995.66666666667,-0.190501423226999
1995.75,0.21218197132116814
1995.83333333333,0.20419543212784189
1995.91666666667,0.7057885667193318
1996.0,0.7530914728727105
1996.08333333333,-1.0659910105366148
1996.16666666667,-0.9298282542432901
1996.25,-0.8473079408426345
1996.33333333333,-0.6823015570155351
1996.41666666667,-0.7746491141933558
1996.5,-0.2689321725814052
1996.58333333333,-0.21663923238892832
1996.66666666667,-0.10610994725243862
1996.75,0.16343177628896527
1996.83333333333,0.09079231985266686
1996.91666666667,0.9036601905287363
1997.0,0.3503584727676234
1997.08333333333,-1.355159925217276
1997.16666666667,-1.2596418426729807
1997.25,-1.0691216377172716
1997.33333333333,-0.9164849383117702
1997.41666666667,-0.7996672805157932
1997.5,-0.4393814971975424
1997.58333333333,-0.40147247640127165
1997.66666666667,-0.022965868464589447
1997.75,0.14058218323582616
1997.83333333333,0.010548741209423174
1997.91666666667,1.0074130181678582
1998.0,0.14423665222223328
1998.08333333333,-1.2361124219380677
1998.16666666667,-1.0853775212134376
1998.25,-1.0308671146623465
1998.33333333333,-0.9621092707904163
1998.41666666667,-0.733785223068459
1998.5,-0.3869927746415691
1998.58333333333,-0.4011086726310425
1998.66666666667,0.11906971375826143
1998.75,0.07334376558761263
1998.83333333333,0.19973908085327197
1998.91666666667,0.9332405095649193
1999.0,0.556296966492691
1999.08333333333,-1.137530238875627
1999.16666666667,-0.5127855649604754
1999.25,-0.8646532318343522
1999.33333333333,-0.5740465129998436
1999.41666666667,-0.2862387231471622
1999.5,0.0111112343826835
1999.58333333333,0.34747449296558275
1999.66666666667,0.5547269105398741
1999.75,0.5777529283834231
1999.83333333333,0.7976418494969639
1999.91666666667,1.2581923971826596
2000.0,0.8972759019180772
2000.08333333333,-0.8677029939419697
2000.16666666667,-0.6663626325446435
2000.25,-0.6641856432517746
2000.33333333333,-0.4584005527076662
2000.41666666667,-0.18538773152940274
2000.5,0.39057459725292115
2000.58333333333,0.43563527879845065
2000.66666666667,0.25424343142973044
2000.75,0.8338901083085988
2000.83333333333,0.7589694196631397
2000.91666666667,1.090393585640618
2001.0,1.2274586821542515
2001.08333333333,-1.14665303030946
2001.16666666667,-0.42562797804309066
2001.25,-0.5329387353082949
2001.33333333333,-0.2851575090290547
2001.41666666667,-0.30601473095717957
2001.5,0.3730342237254167
2001.58333333333,0.62141525866867
2001.66666666667,0.44213734720987563
2001.75,1.140570853283384
2001.83333333333,1.5203936115305525
2001.91666666667,1.087226711670613
2002.0,1.6819340185816951
2002.08333333333,-0.8574930214738469
2002.16666666667,-0.5654694272213543
2002.25,-0.3931525468985568
2002.33333333333,-0.0009554731903658011
2002.41666666667,-0.0715008537511963
2002.5,0.667540366814391
2002.58333333333,0.6956113232317623
2002.66666666667,1.09116505446794
2002.75,1.1525192912341904
2002.83333333333,1.0626587803446002
2002.91666666667,1.4900489928723106
2003.0,1.3803699042333721
2003.08333333333,-0.8454175416434248
2003.16666666667,-0.5558122405553891
2003.25,-0.46660225711736303
2003.33333333333,-0.07853607057644679
2003.41666666667,0.14513262476333313
2003.5,0.6599589990415441
2003.58333333333,0.6623003011755569
2003.66666666667,1.4093765087315338
2003.75,1.7032217045302371
2003.83333333333,1.258775462857982
2003.91666666667,2.0264429638089365
2004.0,1.611834331036315
2004.08333333333,-0.44602387719770575
2004.16666666667,-0.08522311338952764
2004.25,-0.12542525569809923
2004.33333333333,0.12012051441552847
2004.41666666667,0.3947509042299423
2004.5,1.0394911150355557
2004.58333333333,1.0095281118376402
2004.66666666667,1.6310121332344276
2004.75,1.8384248114903654
2004.83333333333,1.9943928758239167
2004.91666666667,2.1778577367445657
2005.0,1.7924661981178254
2005.08333333333,-0.7592855073125944
2005.16666666667,-0.5145929616838337
2005.25,-0.43481885466231907
2005.33333333333,-0.32464019264538724
2005.41666666667,0.33000621225374593
2005.5,0.472824796373257
2005.58333333333,1.0613274900975322
2005.66666666667,1.4542489207127387
2005.75,1.152817236280286
2005.83333333333,1.696915386592977
2005.91666666667,1.7480349371710948
2006.0,2.059646002493929
2006.08333333333,-0.806059005507068
2006.16666666667,-0.27249201696417263
2006.25,-0.5722538554500404
2006.33333333333,0.17478623890426495
2006.41666666667,0.1327729148881892
2006.5,0.5172471514749387
2006.58333333333,1.253475549940422
2006.66666666667,1.0132893619061785
2006.75,1.7816144259262856
2006.83333333333,1.513481696129998
2006.91666666667,1.5669835602585767
2007.0,2.0268190576453327
2007.08333333333,-0.7587778741448328
2007.16666666667,-0.28389595154871644
2007.25,-0.9190519145593107
2007.33333333333,-0.10194953720882875
2007.41666666667,0.31072951064637006
2007.5,0.8282036371867115
2007.58333333333,1.3807021813121294
2007.66666666667,1.5265893634015357
2007.75,1.5221254421586747
2007.83333333333,1.7606024204112192
2007.91666666667,1.818733988088237
2008.0,2.0117770853584958
2008.08333333333,-0.028191328517543794
2008.16666666667,-0.5286419322477679
2008.25,0.26599099804546855
2008.33333333333,0.21419460324366757
2008.41666666667,-0.026788657922412706
