x,y
1956.0,-1.4010912486528275
1956.08333333333,-1.3921624675061985
1956.16666666667,-1.3700885363381436
1956.25,-1.37827325238922
1956.33333333333,-1.331397151369418
1956.41666666667,-1.3264367173990685
1956.5,-1.3016345475473214
1956.58333333333,-1.3026266343413913
1956.66666666667,-1.3400779108175296
1956.75,-1.3306530862738657
1956.83333333333,-1.3435502145967742
1956.91666666667,-1.3663682108603816
1957.0,-1.3626478853826194
1957.08333333333,-1.3681043627500038
1957.16666666667,-1.3294129777812782
1957.25,-1.3395818674204947
1957.33333333333,-1.2922097230036576
1957.41666666667,-1.3113073937895028
1957.5,-1.2555025116230718
1957.58333333333,-1.2688956833430152
1957.66666666667,-1.3075870683117408
1957.75,-1.3031226777384264
1957.83333333333,-1.318748044745027
1957.91666666667,-1.3400779108175296
1958.0,-1.340821975913082
1958.08333333333,-1.349254713662676
1958.16666666667,-1.3033706994369438
1958.25,-1.3165158494583697
1958.33333333333,-1.27137590032819
1958.41666666667,-1.2597188804978687
1958.5,-1.2175551917498986
1958.58333333333,-1.2569906418141765
1958.66666666667,-1.2688956833430152
1958.75,-1.2907215928125528
1958.83333333333,-1.3070910249147059
1958.91666666667,-1.3041147645324962
1959.0,-1.3160198060613348
1959.08333333333,-1.3209802400316843
1959.16666666667,-1.288241375827378
1959.25,-1.2765843559970569
1959.33333333333,-1.231940450263912
1959.41666666667,-1.2031699332358854
1959.5,-1.1900247832144593
1959.58333333333,-1.2120987143825144
1959.66666666667,-1.2373969276312964
1959.75,-1.2346686889476042
1959.83333333333,-1.2597188804978687
1959.91666666667,-1.2743521607103996
1960.0,-1.2852651154451684
1960.08333333333,-1.2775764427911267
1960.16666666667,-1.2373969276312964
1960.25,-1.2515341644467923
1960.33333333333,-1.176631611494516
1960.41666666667,-1.167702830347887
1960.5,-1.1448848340842794
1960.58333333333,-1.1476130727679716
1960.66666666667,-1.1922569785011166
1960.75,-1.2024258681403328
1960.83333333333,-1.215074974764724
1960.91666666667,-1.2349167106461216
1961.0,-1.253022294637897
1961.08333333333,-1.2559985550201067
1961.16666666667,-1.2113546492869618
1961.25,-1.2316924285653945
1961.33333333333,-1.1491012029590766
1961.41666666667,-1.1538136152309084
1961.5,-1.1213227727251198
1961.58333333333,-1.1257871632984342
1961.66666666667,-1.18407226245004
1961.75,-1.188784674721872
1961.83333333333,-1.1982094992655359
1961.91666666667,-1.2210274955291434
1962.0,-1.2173071700513811
1962.08333333333,-1.232932537057982
1962.16666666667,-1.1736553511123062
1962.25,-1.1758875463989635
1962.33333333333,-1.0947844509837503
1962.41666666667,-1.110905861387386
1962.5,-1.0570851528090948
1962.58333333333,-1.0598133914927867
1962.66666666667,-1.135708031239133
1962.75,-1.1138821217695956
1962.83333333333,-1.145628899179832
1962.91666666667,-1.1699350256345442
1963.0,-1.1704310690315791
1963.08333333333,-1.180351936972278
1963.16666666667,-1.1220668378206722
1963.25,-1.1210747510266024
1963.33333333333,-1.0382355037217668
1963.41666666667,-1.024098266906271
1963.5,-0.9553962564169314
1963.58333333333,-0.9950797281797268
1963.66666666667,-1.064029760367584
1963.75,-1.067254042448311
1963.83333333333,-1.0937923641896805
1963.91666666667,-1.1143781651666305
1964.0,-1.11933859913698
1964.08333333333,-1.1012330151452046
1964.16666666667,-1.0632856952720315
1964.25,-1.0340191348469698
1964.33333333333,-0.9754860139968465
1964.41666666667,-0.9370426507266385
1964.5,-0.8832219421483471
1964.58333333333,-0.9167048714482058
1964.66666666667,-0.9769741441879514
1964.75,-0.9881351206212377
1964.83333333333,-1.0265784838914456
1964.91666666667,-1.0345151782440047
1965.0,-1.0617975650809266
1965.08333333333,-1.0429479159935988
1965.16666666667,-0.980446447967196
1965.25,-0.994087641385657
